CODE_UAI;NUM_SIRET;CODE_ACADEMIE;ACADEMIE;DEPARTEMENT;SIGLE_UAI;NATURE_UAI;PATRONYME;NOM_ETABLISSEMENT;STATUT;CONTRAT_ETABLISSEMENT;ADRESSE_POSTALE;CODE_POSTAL;CODE_INSEE;COMMUNE;TELEPHONE;FAX;SITE_WEB;MAIL;MINISTERE_TUTELLE;INTERNAT;ANNEE_CONSTRUCTION;DATE_MAJ;GEO
0753883N;65204720000017;001;Paris;75;LG PR;lycée d'enseignement général;EDGAR-POE;Lycée général privé Edgar Poe;privé;lycée privé sous contrat Éducation nationale;2 rue du Faubourg Poissonnière;75010;75110;Paris 10e Arrondissement;0147701698;0148240960;http://www.lycee-edgarpoe.com/edgarpo/;ce.0753883N@ac-paris.fr;Éducation nationale;;;2026-03-12;48.87091489682753, 2.347987641547933
0755709Y;78480872700027;001;Paris;75;LG PR;lycée d'enseignement général;SAINTE-LOUISE;Lycée Privé Sainte-Louise;privé;lycée privé sous contrat Éducation nationale;29 rue des Envierges;75020;75120;Paris 20e Arrondissement;0158650850;;;secretariatdirection@sainte-louise.com;Éducation nationale;;;2026-03-12;48.87240932537487, 2.387962592730769
0921932A;32303763000031;025;Versailles;92;LP PR;lycée professionnel;PASSY-BUZENVAL (La Salle) (Professionnel);Lycée professionnel privé La Salle Passy Buzenval;privé;lycée privé sous contrat Éducation nationale;50 avenue Otis Mygatt;92508;92063;Rueil-Malmaison;0141398181;0141398180;;ce.0921932A@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.85878124948275, 2.183047278908462
0930929E;78560114700024;024;Créteil;93;LP PR;lycée professionnel;JEANNE-LA-LORRAINE;Lycée professionnel privé Louise de Marillac;privé;lycée privé sous contrat Éducation nationale;3 boulevard du Nord;93340;93062;Le Raincy;0143818378;;;ce.0930929E@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.90166706339659, 2.5134757813211515
0941407U;78572178800020;024;Créteil;94;LP PR;lycée professionnel;CE3P (Professionnel);Lycée professionnel privé CE 3P;privé;lycée privé sous contrat Éducation nationale;5 rue René Robin;94200;94041;Ivry-sur-Seine;0146584520;;;ce.0941407U@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.81387913586163, 2.37804377008623
0752799K;19752799700013;001;Paris;75;EREA;établissement régional d’enseignement adapté;CROCÉ-SPINELLI;Etablissement régional d'enseignement adapté Crocé Spinelli;public;;1 RUE CROCÉ-SPINELLI;75014;75114;Paris 14e Arrondissement;0156541530;0143227160;https://www.ac-paris.fr/serail/jcms/s2_377679/fr/accueil;ce.0752799K@ac-paris.fr;Éducation nationale;;1881;2026-01-27;48.83569473293125, 2.316474766282816
0753256G;19753256700017;001;Paris;75;EREA;établissement régional d’enseignement adapté;EUGENIE-BRAZIER;Etablissement régional d'enseignement adapté Eugénie Brazier;public;;29 bis rue de Cronstadt;75015;75115;Paris 15e Arrondissement;0145311811;0153680080;https://www.ac-paris.fr/serail/jcms/s1_1950491/fr/erea-alexandre-dumas;ce.0753256G@ac-paris.fr;Éducation nationale;;;2026-03-12;48.8337313299527, 2.3016714449651547
0750612H;19750612400019;001;Paris;75;LT;lycée d'enseignement technologique;ECOLE-NATIONALE-SUPERIEURE-DES-ARTS-APPLIQUES-METIERS-D'ARTS;Lycée technologique Ecole Nationale Supérieure des Arts Appliqués;public;;63 rue OLIVIER DE SERRES;75015;75115;Paris 15e Arrondissement;0153681690;0153681699;http://www.ensaama.net/site/;ce.0750612H@ac-paris.fr;Éducation nationale;;1960;2026-01-14;48.83369773610102, 2.295025036343998
0751883P;41968472500023;001;Paris;75;LT;lycée d'enseignement technologique;INSTITUT-SUPÉRIEUR-CLORIVIÈRE;Lycée technologique privé Institut clorivière;privé;lycée privé sous contrat Éducation nationale;119 boulevard Diderot;75012;75112;Paris 12e Arrondissement;0147834249;0147342046;https://www.cloriviere.paris;ce.0751883P@ac-paris.fr;Éducation nationale;;;2026-03-12;48.84800986238401, 2.391266177016424
0770687D;19770687200011;024;Créteil;77;E.R.P.D.PU;école régionale du premier degré;"SAINT-MAMMES dit HENRI GEOFFROY""""";ERPD - Internat d'excellence;public;;13 rue du Capitaine Ballot;77670;77419;Saint-Mammès;0160705787;0160708527;http://internat-erpd-saint-mammes.fr/index.php?id_menu=4;ce.0770687D@ac-creteil.fr;Éducation nationale;Oui;1961;2026-03-27;48.384575490303504, 2.814971307466238
0781512V;19781512900014;025;Versailles;78;LGT;lycée d'enseignement général et technologique;RENÉ-DESCARTES;Lycée général et technologique Descartes;public;;6 boulevard Descartes;78180;78423;Montigny-le-Bretonneux;0130430333;0130433646;http://www.lyc-descartes-montigny.ac-versailles.fr/;ce.0781512v@ac-versailles.fr;Éducation nationale;;1980;2026-03-12;48.76484424988759, 2.0392774137205825
0940116R;19940116700010;024;Créteil;94;LGT;lycée d'enseignement général et technologique;EUGENE-DELACROIX;Lycée général et technologique Eugène Delacroix;public;;5 rue Pierre et Marie Curie;94704;94046;Maisons-Alfort;0145183270;;http://lycee-delacroix-maisons-alfort.fr/;ce.0940116R@ac-creteil.fr;Éducation nationale;;1969;2026-03-12;48.810789057415114, 2.4259112918900176
0931430Z;19931430300017;024;Créteil;93;LGT;lycée d'enseignement général et technologique;JACQUES-BREL;Lycée général et technologique Jacques Brel;public;;4 rue DULCIE SEPTEMBER;93120;93027;La Courneuve;0143113600;0143113618;http://www.jacquesbrel-lacourneuve.fr/;ce.0931430Z@ac-creteil.fr;Éducation nationale;;1983;2026-01-19;48.929624886331744, 2.400326472996749
0782568T;19782568000014;025;Versailles;78;LGT;lycée d'enseignement général et technologique;ALAIN;Lycée général et technologique Alain;public;;25 route de la Cascade;78110;78650;Le Vésinet;0134804400;0139764919;http://www.lyc-alain-vesinet.ac-versailles.fr/;ce.0782568T@ac-versailles.fr;Éducation nationale;;1965;2026-03-12;48.890869828101486, 2.1226130249115056
0910626L;19910626100019;025;Versailles;91;LGT;lycée d'enseignement général et technologique;BLAISE-PASCAL;Lycée général et technologique Blaise Pascal;public;;18 rue Alexandre Fleming;91401;91471;Orsay;0164861600;0164861608;http://www.lyc-pascal-orsay.ac-versailles.fr/;ce.0910626L@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.69577509777111, 2.1862962374489117
0771996B;19771996600016;024;Créteil;77;LGT;lycée d'enseignement général et technologique;HONORÉ-DE-BALZAC;Lycée général et technologique Honoré de Balzac;public;;9 rue Paul Langevin;77290;77294;Mitry-Mory;0164278081;0164672823;http://lpohdb.fr/;ce.0771996B@ac-creteil.fr;Éducation nationale;;1981;2026-03-12;48.973078796899124, 2.651612015619635
0771238C;35319145500016;024;Créteil;77;LPO PR;lycée polyvalent;INSTITUTION-SAINT-ASPAIS;Lycée polyvalent privé Saint Aspais;privé;lycée privé sous contrat Éducation nationale;36 rue Saint Barthelemy;77007;77288;Melun;0160565959;;https://institutionsaintaspais.fr/;ce.0771238c@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.542187019437556, 2.6554008685423067
0930933J;32841304200016;024;Créteil;93;LPO PR;lycée polyvalent;ASSOMPTION;Lycée polyvalent privé Assomption;privé;lycée privé sous contrat Éducation nationale;12 avenue de Verdun;93140;93010;Bondy;0148495174;;;ce.0930933J@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.90468718383612, 2.490611322775166
0783835V;78512428000054;025;Versailles;78;LPO PR;lycée polyvalent;JEAN-PAUL-II;Lycée polyvalent privé Jean Paul II;privé;lycée privé sous contrat Éducation nationale;20 quai Pierre Brunel;78500;78586;Sartrouville;0139571095;;https://www.ind78.fr/lycee-jean-paul-2;ce.0783835V@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.951346685536485, 2.1720596577271056
0931464L;78564689400010;024;Créteil;93;LG PR;lycée d'enseignement général;MERKAZ-HATORAH (GARCONS);Lycée général privé Merkaz Hatorah Garçons;privé;lycée privé sous contrat Éducation nationale;94 chemin des Bourdons;93220;93032;Gagny;0156460440;;;ce.0931464L@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.89080930348784, 2.5227515607173663
0941294W;19941294100015;024;Créteil;94;LPO;lycée polyvalent;ADOLPHE-CHÉRIOUX;Lycée polyvalent Adolphe Chérioux;public;;195 rue Julian Grimau;94401;94081;Vitry-sur-Seine;0145128787;;http://lycee-cherioux.fr/#&panel1-1;ce.0941294W@ac-creteil.fr;Éducation nationale;;1927;2026-03-12;48.78045270942322, 2.3733277666370354
0750502N;19750502700015;001;Paris;75;LPO;lycée polyvalent;MAXIMILIEN-VOX-ART-DESSIN;Lycée polyvalent Maximilien Vox-arts appliqués - design de communication - industries graphiques;public;;5 rue Madame;75006;75106;Paris 6e Arrondissement;0145497878;0142842410;http://www.lyceemaximilienvox.com/;ce.0750502N@ac-paris.fr;Éducation nationale;;1880;2026-03-12;48.851922730348456, 2.332055537639061
0910622G;19910622000015;025;Versailles;91;LPO;lycée polyvalent;GEOFFROY-SAINT-HILAIRE;Lycée polyvalent Geoffroy-Saint-Hilaire;public;;4 avenue GEOFFROY SAINT HILAIRE;91150;91223;Étampes;0169921770;0160801092;http://www.lyc-st-hilaire-etampes.ac-versailles.fr/;ce.0910622G@ac-versailles.fr;Éducation nationale;Oui;1963;2026-01-16;48.43576341133633, 2.1502164003404873
0772751X;20003781000013;024;Créteil;77;LPO;lycée polyvalent;CHARLOTTE-DELBO;Lycée polyvalent Charlotte Delbo;public;;2 avenue ROBERT BADINTER;77230;77153;Dammartin-en-Goële;0164760680;0164442868;http://lycee-dammartin-en-goele.ac-creteil.fr/index.php;ce.0772751X@ac-creteil.fr;Éducation nationale;Oui;2013;2026-03-12;49.06567966934639, 2.679086028744148
0941301D;19941301400010;024;Créteil;94;LPO;lycée polyvalent;FRÉDÉRIC-MISTRAL;Lycée polyvalent Frédéric Mistral;public;;7 rue Frédéric Mistral;94260;94034;Fresnes;0149849090;;http://www.lycee-mistral.net/;ce.0941301D@ac-creteil.fr;Éducation nationale;;1973;2026-03-12;48.76122613706585, 2.328688497832819
0772342C;19772342200014;024;Créteil;77;LPO;lycée polyvalent;CLEMENT-ADER;Lycée polyvalent Clément Ader;public;;74 RUE GEORGES CLEMENCEAU;77220;77470;Tournan-en-Brie;0164072018;0164079311;http://www.lyceeader.eu/index.php?lang=fr;ce.0772342C@ac-creteil.fr;Éducation nationale;Oui;1975;2026-01-27;48.74289262798635, 2.749278337472371
0772628N;78494236900025;024;Créteil;77;SEP PR;Section d’enseignement professionnel;BLANCHE-DE-CASTILLE (SEP);Section d'Enseignement Professionnel ICEF Blanche de Castille;privé;autres établissements;42 bis rue du Château;77300;77186;Fontainebleau;0164223007;;;ce.0772628n@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.406182070760785, 2.703049919317762
0781899R;32830983600026;025;Versailles;78;LGT PR;lycée d'enseignement général et technologique;SAINT-FRANCOIS-D'ASSISE;Lycée général et technologique privé Saint François d'Assise;privé;lycée privé sous contrat Éducation nationale;6 place Claudel;78180;78423;Montigny-le-Bretonneux;0130649955;0130609340;;ce.0781899R@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.77894520013913, 2.0408687118139612
0910815S;78519417600067;025;Versailles;91;LGT PR;lycée d'enseignement général et technologique;INSTITUTION-JEANNE-D'ARC;Lycée général et technologique privé Jeanne d'Arc;privé;lycée privé sous contrat Éducation nationale;11 boulevard Henri IV;91150;91223;Étampes;0169161440;0169920741;;ce.0910815S@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.436052163767634, 2.1580347077546507
0783283V;33894458000020;025;Versailles;78;LGT PR;lycée d'enseignement général et technologique;ERMITAGE (L');Lycée général et technologique privé L'Ermitage;privé;lycée privé sous contrat Éducation nationale;24 rue des Côtes;78600;78358;Maisons-Laffitte;0139620481;;;ce.0783283V@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.942790721901126, 2.1452723270924445
0910826D;77572093100028;025;Versailles;91;LGT PR;lycée d'enseignement général et technologique;SAINT-LOUIS-SAINT-CLÉMENT;Lycée général et technologique privé Saint-Louis Saint-Clément;privé;lycée privé sous contrat Éducation nationale;1 rue Margot;91170;91687;Viry-Châtillon;0169122929;0169059432;;ce.0910826D@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.671031954692324, 2.3716865063713346
0950753C;78585734300012;025;Versailles;95;LGT PR;lycée d'enseignement général et technologique;NOTRE-DAME-DE-LA-PROVIDENCE;Lycée général et technologique privé Notre Dame de La Providence;privé;lycée privé sous contrat Éducation nationale;7 boulevard Sadi Carnot;95880;95210;Enghien-les-Bains;0134126378;0134125211;;ce.0950753C@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.9674146057145, 2.3119853896147435
0942443V;77812841300052;024;Créteil;94;LGT PR;lycée d'enseignement général et technologique;SAINT-JOSEPH;Lycée GT Saint-Joseph;privé;lycée privé sous contrat Éducation nationale;55 rue de Verdun;94800;94076;Villejuif;0185008700;;;ce.0942443V@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.79209467539006, 2.353749354147424
0941724N;30861967500025;024;Créteil;94;LP PR;lycée professionnel;BATIMENT-ET-TRAVAUX-PUBLICS (Ledoux) (PRO);Lycée professionnel privé Claude-Nicolas Ledoux;privé;lycée privé sous contrat Éducation nationale;30 rue de la Paix;94301;94080;Vincennes;0148081121;;;ce.0941724N@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.850012788351584, 2.431686502445798
0951673C;19951673300011;025;Versailles;95;LPO LYC METIER;lycée polyvalent;GUSTAVE-EIFFEL;Lycée polyvalent Gustave Eiffel - Lycée des métiers de l'énergie, de la sécurité et des services - ES2;public;;9 allée Jean de Florette;95120;95219;Ermont;0134141732;0134155466;http://www.lyc-eiffel-ermont.ac-versailles.fr/;ce.0951673C@ac-versailles.fr;Éducation nationale;;1985;2026-03-12;48.98436048681312, 2.244473864378136
0951281B;19951281500010;025;Versailles;95;LPO LYC METIER;lycée polyvalent;TURGOT;Lycée polyvalent Turgot, lycée des métiers de la relation client et de la gestion;public;;3 place au Pain;95162;95428;Montmorency;0134051525;0134051520;http://www.lyc-turgot-montmorency.ac-versailles.fr/;ce.0951281B@ac-versailles.fr;Éducation nationale;;1880;2026-03-12;48.98502119587315, 2.3213095949259035
0920170K;19920170800013;025;Versailles;92;LPO LYC METIER;lycée polyvalent;FLORIAN;Lycée polyvalent Florian, lycée des métiers de la vente et de la beauté;public;;9 bis rue DE LA MARNE;92330;92071;Sceaux;0141870220;0146838085;http://www.lyc-florian-sceaux.ac-versailles.fr/;ce.0920170K@ac-versailles.fr;Éducation nationale;;1962;2026-02-11;48.782092735272705, 2.303859619263058
0910620E;19910620400019;025;Versailles;91;LPO LYC METIER;lycée polyvalent;ROBERT-DOISNEAU;Lycée polyvalent Robert Doisneau, lycée des métiers de l'industrie et des services aux entreprises;public;;89 AVENUE SERGE DASSAULT;91107;91174;Corbeil-Essonnes;0160888181;0160884651;http://www.lyc-doisneau-corbeil.ac-versailles.fr/;ce.0910620E@ac-versailles.fr;Éducation nationale;;1958;2026-01-14;48.61309766332666, 2.4592777190707977
0930138V;19930138300014;024;Créteil;93;LP LYC METIER;lycée professionnel;FRÉDÉRIC-BARTHOLDI;Lycée professionnel Frédéric Bartholdi - Lycée des métiers des structures métalliques et de l'énergie;public;;12 rue de la Liberté;93200;93066;Saint-Denis;0149713200;;https://lyceebartholdi93.fr/;ce.0930138V@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.943352734923394, 2.365792462246213
0772225A;19772225900011;024;Créteil;77;LP LYC METIER;lycée professionnel;LINO-VENTURA;Lycée professionnel Lino Ventura;public;;Avenue MARCEL PAGNOL;77831;77350;Ozoir-la-Ferrière;0164400015;0164403429;https://www.lyceelinoventura.com/;ce.0772225A@ac-creteil.fr;Éducation nationale;;1992;2026-01-14;48.759211383960206, 2.6912421942760685
0771995A;19771995800021;024;Créteil;77;LP LYC METIER;lycée professionnel;CHAMP-DE-CLAYE (LE);Lycée professionnel le Champ de Claye;public;;71 rue Pasteur;77410;77118;Claye-Souilly;0160264064;0160268433;http://www.lechampdeclaye.fr/;ce.0771995A@ac-creteil.fr;Éducation nationale;;1988;2026-01-14;48.93829001463312, 2.6761344969569216
0940138P;19940138100017;024;Créteil;94;LP LYC METIER;lycée professionnel;ARMAND-GUILLAUMIN;Lycée professionnel Armand Guillaumin - Lycée des métiers des soins à la personne;public;;10 rue Pierre Corneille;94310;94054;Orly;0982815906;;http://lycee-armandguillaumin.fr/;ce.0940138P@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.74890738659517, 2.403196381256488
0910629P;19910629500017;025;Versailles;91;LP LYC METIER;lycée professionnel;CHÂTEAU-DES-COUDRAIES;Lycée professionnel Chateau des Coudraies, lycée des métiers de bouche et d'hôtellerie;public;;2 boulevard Charles de Gaulle;91450;91225;Étiolles;0169892121;0169892456;https://www.lycee-hotelier-etiolles.fr/;ce.0910629P@ac-versailles.fr;Éducation nationale;Oui;1980;2026-01-23;48.634607981706665, 2.466065085468551
0783548H;19781577200011;025;Versailles;78;LG;lycée d'enseignement général;FRANCO-ALLEMAND;Lycée d'enseignement général Franco Allemand;public;;5 RUE COLLIN MAMET;78530;78117;Buc;0139071420;0139071421;http://www.lfa-buc.fr/;ce.0783548H@ac-versailles.fr;Éducation nationale;;1981;2024-05-31;48.771206023579325, 2.121518210114789
0910843X;78517365900018;025;Versailles;91;LPO PR METIER;lycée polyvalent;SAINT-PIERRE-INSTITUT;Lycée St-Pierre - Lycée des métiers de la communication, de la gestion, du commerce, de l'hôtellerie, de la restauration et du tourisme;privé;lycée privé sous contrat Éducation nationale;70 rue de Montgeron;91800;91114;Brunoy;0160479999;0160479998;;ce.0910843X@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.694536825715204, 2.4899542173125426
0750428H;19750428500010;001;Paris;75;LPO;lycée polyvalent;JACQUES-MONOD;Lycée polyvalent Jacques MONOD;public;;12 rue Victor Cousin;75005;75105;Paris 5e Arrondissement;0143546162;0143545858;;ce.0750428H@ac-paris.fr;Éducation nationale;;1917;2026-03-12;48.84761162950153, 2.3421961245879994
0782565P;19782565600014;025;Versailles;78;LPO;lycée polyvalent;JULES-FERRY;Lycée polyvalent Jules Ferry;public;;29 rue DU MARECHAL JOFFRE;78000;78646;Versailles;0139201160;0139201161;http://www.lyc-ferry-versailles.ac-versailles.fr/;ce.0782565P@ac-versailles.fr;Éducation nationale;;;2026-03-05;48.79453560162573, 2.1211539400128516
0781948U;19781948500016;025;Versailles;78;LPO;lycée polyvalent;LAVOISIER;Lycée polyvalent Antoine Lavoisier;public;;40 boulevard de la République;78440;78501;Porcheville;0134796630;0130988054;;ce.0781948U@ac-versailles.fr;Éducation nationale;Oui;1991;2026-03-12;48.97363304672388, 1.7750866024506813
0940114N;19940114200013;024;Créteil;94;LPO;lycée polyvalent;SAINT-EXUPÉRY;Lycée polyvalent Antoine de Saint-Exupéry;public;;2 rue Henri Matisse;94000;94028;Créteil;0141942828;;https://saintexcreteil.fr/;ce.0940114N@ac-creteil.fr;Éducation nationale;;1965;2026-03-12;48.78269526922529, 2.4615747865777506
0941975L;19941635500014;024;Créteil;94;LPO;lycée polyvalent;PIERRE-BROSSOLETTE;Lycée polyvalent Pierre Brossolette;public;;5 rue Pierre Brossolette;94270;94043;Le Kremlin-Bicêtre;0146583676;;http://lycée-brossolette.fr/;ce.0941975L@ac-creteil.fr;Éducation nationale;;1991;2026-03-12;48.814998435549086, 2.3593949795551112
0770931U;19770931400011;024;Créteil;77;LPO;lycée polyvalent;PIERRE-DE-COUBERTIN;Lycée polyvalent Pierre de Coubertin;public;;Chaussée de Paris;77335;77284;Meaux;0164345727;0164344952;http://www.lyceecoubertin-meaux.fr/;ce.0770931U@ac-creteil.fr;Éducation nationale;Oui;;2026-03-12;48.955102129539654, 2.8671973622331977
0950658Z;19950658500017;025;Versailles;95;LP LYC METIER;lycée professionnel;CHÂTEAU-D'EPLUCHES;Lycée professionnel Château d' Epluches, lycée des métiers de l'automobile et du transport;public;;45 avenue du Château;95310;95572;Saint-Ouen-l'Aumône;0134483280;0134300339;http://www.lyc-epluches-st-ouen.ac-versailles.fr/;ce.0950658Z@ac-versailles.fr;Éducation nationale;Oui;1955;2026-02-09;49.05516292987471, 2.1319056168804393
0951282C;19951282300014;025;Versailles;95;LP LYC METIER;lycée professionnel;VEXIN (DU);Lycée professionnel du Vexin - Lycée des métiers de la prévention et de la sécurité;public;;2 rue Jean Hamon;95750;95142;Chars;0130397894;0130399085;http://www.lyc-vexin-chars.ac-versailles.fr/;ce.0951282C@ac-versailles.fr;Éducation nationale;;1976;2026-03-12;49.15689275100273, 1.9434127036352702
0930133P;19930133400017;024;Créteil;93;LP LYC METIER;lycée professionnel;THÉODORE-MONOD;Lycée professionnel Théodore Monod;public;;187 rue DE BREMENT;93130;93053;Noisy-le-Sec;0141830950;0148454049;;ce.0930133P@ac-creteil.fr;Éducation nationale;;1963;2026-02-09;48.88744786715092, 2.4665425279205513
0750796H;19750796500014;001;Paris;75;LP LYC METIER;lycée professionnel;OCTAVE-FEUILLET;Lycée Professionnel Octave Feuilet;public;;9 rue OCTAVE FEUILLET;75016;75116;Paris 16e Arrondissement;0145204147;0145205971;https://www.ac-paris.fr/serail/jcms/s2_2074405/fr/accueil;ce.0750796H@ac-paris.fr;Éducation nationale;;1880;2026-01-27;48.86126664977621, 2.2724531358357214
0752608C;19752608000019;001;Paris;75;LP LYC METIER;lycée professionnel;HÔTELIER (dit Belliard);Lycée professionnel Belliard - Lycée des métiers de la gastronomie durable;public;;135 rue Belliard;75018;75118;Paris 18e Arrondissement;0140259393;0140259392;https://www.ac-paris.fr/serail/jcms/s6_234575/fr/accueil;ce.0752608C@ac-paris.fr;Éducation nationale;;1978;2026-03-12;48.89620625975474, 2.334493591082029
0921230M;19921230900025;025;Versailles;92;LPO LYC METIER;lycée polyvalent;LEONARD-DE-VINCI;Lycée polyvalent Léonard de Vinci, lycée des métiers de la micro-technologie, de l'optique et des services aux entreprises;public;;4 avenue Georges Pompidou;92304;92044;Levallois-Perret;0141051212;0141051200;http://www.lyc-vinci-levallois.ac-versailles.fr/;ce.0921230M@ac-versailles.fr;Éducation nationale;;1993;2026-01-26;48.89748204232911, 2.2785229380513607
0754475G;19750475600010;001;Paris;75;LPO LYC METIER;lycée polyvalent;LEONARD-DE-VINCI;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bois, des décors et accessoires de spectacles;public;;20 rue BOURSEUL;75015;75115;Paris 15e Arrondissement;0153680525;0153680526;https://www.ac-paris.fr/serail/jcms/s1_1987684/fr/lycee-des-metiers-du-bois-leonard-de-vinci;ce.0754475G@ac-paris.fr;Éducation nationale;;1959;2026-01-24;48.83838678400457, 2.302185393455271
0932126F;19932126600017;024;Créteil;93;LPO LYC METIER;lycée polyvalent;FRANCOIS-RABELAIS;Lycée polyvalent François Rabelais - Lycée des métiers de la gastronomie et de la restauration;public;;Rue FRANCOIS RABELAIS;93440;93030;Dugny;0149929090;0149929099;http://lycee-francois-rabelais-dugny.fr/;ce.0932126F@ac-creteil.fr;Éducation nationale;;1981;2026-01-20;48.94908080001653, 2.4172891234396072
0940141T;19940141500013;024;Créteil;94;LPO LYC METIER;lycée polyvalent;JACQUES-BREL;Lycée polyvalent Jacques Brel - Lycée des métiers des motocycles Lycée des métiers de l'ébénisterie;public;;90 avenue d'Alfortville;94600;94022;Choisy-le-Roi;0148929940;;http://www.jbrel94.fr/;ce.0940141T@ac-creteil.fr;Éducation nationale;;1966;2026-03-12;48.77325875116557, 2.4149129113760606
0942269F;20002795100017;024;Créteil;94;LPO LYC METIER;lycée polyvalent;PAULINE-ROLAND;Lycée polyvalent Pauline Roland - Lycée des métiers du transport et de la logistique;public;;17 avenue DU GENERAL DE GAULLE;94550;94021;Chevilly-Larue;0149080940;;http://www.lyceepaulineroland.fr/;ce.0942269F@ac-creteil.fr;Éducation nationale;Oui;2011;2026-03-12;48.77285638144974, 2.3401106946732
0932047V;19932047400018;024;Créteil;93;LPO LYC METIER;lycée polyvalent;EVARISTE-GALOIS;Lycée polyvalent Evariste Galois - Lycée des métiers de l'audiovisuel;public;;32 avenue MONTAIGNE;93165;93051;Noisy-le-Grand;0148151590;0145922999;http://www.lyceeevaristegalois.fr/;ce.0932047V@ac-creteil.fr;Éducation nationale;;1992;2026-03-12;48.844976450093746, 2.5389338989234025
0920907L;78531374300029;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;SOPHIE-BARAT;Lycée général et technologique privé Sophie Barat;privé;lycée privé sous contrat Éducation nationale;50 rue des Grillons;92290;92019;Châtenay-Malabry;0141134700;0141134705;;ce.0920907L@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.75782170764679, 2.2714325458764666
0920918Y;78540647100017;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;JEANNE-D'ARC;Lycée général et technologique privé Jeanne d'Arc;privé;lycée privé sous contrat Éducation nationale;44 rue Gabriel Péri;92120;92049;Montrouge;0142531895;;;ce.0920918Y@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.818782783691596, 2.3185160238156888
0950786N;30405473700016;025;Versailles;95;LGT PR;lycée d'enseignement général et technologique;SAINT-ROSAIRE (La Salle);Lycée général et technologique privé La Salle - Saint Rosaire;privé;lycée privé sous contrat Éducation nationale;53 rue Pierre Brossolette;95200;95585;Sarcelles;0134383400;0139920429;;ce.0950786N@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.99157507574316, 2.3744549053296247
0912117G;34308563500013;025;Versailles;91;LGT PR;lycée d'enseignement général et technologique;NOTRE-DAME-DE-SION;Lycée général et technologique privé Notre Dame de Sion;privé;lycée privé sous contrat Éducation nationale;1 avenue Ratisbonne;91000;91228;Évry-Courcouronnes;0169473232;0169473233;;ce.0912117G@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.644051039551854, 2.4350475723268343
0783289B;78508797400024;025;Versailles;78;LGT PR;lycée d'enseignement général et technologique;NOTRE-DAME;Lycée général et technologique privé Notre Dame;privé;lycée privé sous contrat Éducation nationale;5 rue de la Sangle;78200;78361;Mantes-la-Jolie;0134979797;0134979790;;ce.0783289B@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.98849642828672, 1.7222524494128282
0783293F;78515055800019;025;Versailles;78;LGT PR;lycée d'enseignement général et technologique;CHATAIGNIERS (LES);Lycée général et technologique privé Les Chataigniers;privé;lycée privé sous contrat Éducation nationale;11 bis avenue Jean Jaurès;78000;78646;Versailles;0139559504;0139231819;;ce.0783293F@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.81688127983218, 2.1441671016364316
0783282U;30340859500047;025;Versailles;78;LGT PR;lycée d'enseignement général et technologique;BLANCHE-DE-CASTILLE;Lycée général et technologique privé Blanche de Castille;privé;lycée privé sous contrat Éducation nationale;1 avenue de la Bretèche;78150;78158;Le Chesnay-Rocquencourt;0139231430;0139547346;;ce.0783282U@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.82949115647423, 2.131728373244573
0783297K;78504552700013;025;Versailles;78;LGT PR;lycée d'enseignement général et technologique;BON-SAUVEUR (LE);Lycée général et technologique privé Le Bon Sauveur;privé;lycée privé sous contrat Éducation nationale;6 rue Henri Cloppet;78110;78650;Le Vésinet;0130159292;0130159290;;ce.0783297K@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.88747490392935, 2.1457630390259252
